ensg	name	MEF	OSK iCD1 D0	OSK iCD1 D1	OSK iCD1 D3	OSK iCD1 D5	OSK iCD1 D8	OSK iCD1 D10	ESC 2iLIF
ENSMUSG00000036528	Ppfibp2	98.0	86.0	125.5	182.0	471.0	249.5	201.0	213.0
ENSMUSG00000109143	Gm10046	1.0	58.0	48.5	129.5	256.0	39.0	15.5	12.5
ENSMUSG00000080746	Rpsa-ps12	629.0	230.5	229.0	171.0	210.0	677.5	605.5	19.5
ENSMUSG00000086514	Gm11747	18.0	147.0	86.0	158.0	191.5	27.0	37.0	0.0
ENSMUSG00000078162	Gm2574	300.0	167.5	207.0	172.5	187.0	377.0	354.0	186.0
ENSMUSG00000017446	C1qtnf1	49.0	537.5	223.0	608.0	782.5	128.0	196.0	0.0
ENSMUSG00000024862	Klc2	381.0	358.0	284.0	315.0	459.0	235.0	275.5	435.5
ENSMUSG00000031790	Mmp15	27.0	33.5	96.0	96.0	103.5	55.0	170.0	241.5
ENSMUSG00000022529	Zfp263	189.0	248.0	372.5	441.5	423.5	346.5	384.0	420.0
ENSMUSG00000029776	Hibadh	427.0	420.0	279.0	289.5	249.5	293.5	296.0	1055.0
ENSMUSG00000020023	Tmcc3	395.0	757.5	1086.0	715.0	353.0	209.5	266.0	73.5
ENSMUSG00000018199	Trove2	418.0	638.5	732.5	669.5	662.5	734.0	675.5	151.5
ENSMUSG00000046079	Lrrc8d	565.0	635.5	724.0	739.0	467.0	562.5	496.0	1117.0
ENSMUSG00000021286	Zfyve21	282.0	242.0	199.5	172.5	139.0	205.0	183.5	278.5
ENSMUSG00000037126	Psd	110.0	72.0	180.0	199.5	195.5	73.0	85.0	49.0
ENSMUSG00000020070	Rufy2	345.0	452.0	388.0	402.0	337.5	326.5	526.5	436.5
ENSMUSG00000062794	Zfp599	42.0	43.5	38.5	26.5	39.0	91.5	88.5	98.0
ENSMUSG00000039458	Mtmr12	214.0	291.0	436.5	436.0	602.5	569.5	537.5	781.5
ENSMUSG00000051316	Taf7	97.0	46.5	55.0	59.0	78.5	659.0	335.0	1076.5
ENSMUSG00000034116	Vav1	20.0	43.5	25.5	56.5	11.5	104.5	20.5	3.0
ENSMUSG00000021379	Id4	152.0	322.0	86.5	151.0	141.0	102.5	359.5	211.5
ENSMUSG00000066829	Zfp810	105.0	114.5	76.5	84.5	56.0	77.5	63.5	66.5
ENSMUSG00000103144	Pcdhga1	52.0	71.0	97.5	140.5	127.5	57.0	43.5	92.5
ENSMUSG00000020949	Fkbp3	1250.0	568.0	366.0	309.0	473.0	1354.5	1210.5	2573.5
ENSMUSG00000031365	Zfp275	425.0	707.5	686.0	481.5	344.0	354.5	505.0	350.0
ENSMUSG00000020260	Pofut2	1518.0	1883.5	1246.5	1424.5	1000.5	594.0	836.5	524.5
ENSMUSG00000040715	Rsc1a1	120.0	120.0	157.5	147.0	139.0	207.5	171.0	208.5
ENSMUSG00000103472	Pcdhga7	90.0	132.0	129.0	224.0	132.5	41.5	88.0	30.5
ENSMUSG00000078515	Ddi2	704.0	767.0	844.5	808.0	817.0	1006.0	951.5	983.5
ENSMUSG00000049969	Plekhf2	195.0	221.5	340.0	171.5	287.5	1333.0	570.0	1056.0
ENSMUSG00000028037	Ifi44	21.0	275.0	29.5	164.5	333.0	182.0	94.5	1.0
ENSMUSG00000102828	Gm38182	136.0	182.0	183.0	264.0	149.0	47.5	91.0	85.5
ENSMUSG00000030036	Mogs	652.0	672.5	502.0	442.0	766.5	620.0	605.0	888.5
ENSMUSG00000029360	Gm9754	479.0	534.5	356.0	410.0	322.5	224.0	263.5	350.5
ENSMUSG00000029127	Zbtb49	71.0	105.0	109.0	106.5	105.5	75.0	97.0	120.5
ENSMUSG00000032867	Fbxw8	1238.0	1477.0	1107.5	1121.0	984.0	809.0	1014.5	934.5
ENSMUSG00000030604	Zfp626	71.0	132.0	115.5	120.5	154.5	158.5	157.0	169.0
ENSMUSG00000067058	Rps15a-ps5	218.0	167.0	139.5	102.5	80.5	135.0	145.5	88.0
ENSMUSG00000029178	Klf3	837.0	2046.5	1691.0	1952.0	2059.0	1494.0	1642.0	848.5
ENSMUSG00000021114	Atp6v1d	798.0	604.5	1175.5	1070.5	1140.5	726.0	536.0	1041.0
ENSMUSG00000084878	Lrrc8dos	47.0	38.5	31.5	25.0	21.5	10.5	9.5	72.5
ENSMUSG00000074876	Spata5l1	53.0	49.0	68.0	48.5	74.5	73.5	55.5	186.0
ENSMUSG00000052917	Senp7	184.0	239.5	145.5	174.0	191.0	142.0	200.0	99.0
ENSMUSG00000032740	Ccdc88a	976.0	1099.0	1319.0	1085.0	990.5	724.0	1018.0	617.5
ENSMUSG00000045973	Slc25a51	857.0	1062.5	971.5	1299.0	1391.5	872.5	1085.5	738.0
ENSMUSG00000047261	Gap43	567.0	157.5	1555.0	1267.0	107.0	84.0	296.5	27.0
ENSMUSG00000032373	Car12	181.0	62.0	154.5	180.5	57.0	29.5	77.5	50.5
ENSMUSG00000026799	Med27	213.0	160.5	164.0	148.5	163.0	132.5	92.5	225.0
ENSMUSG00000081739	Mdm4-ps	29.0	17.0	8.5	9.0	14.5	62.0	42.5	7.0
ENSMUSG00000092130	D030025P21Rik	43.0	184.5	39.0	31.0	7.5	1.0	1.5	2.5
ENSMUSG00000002020	Ltbp2	1544.0	3238.0	799.5	641.5	156.0	67.5	114.0	15.0
ENSMUSG00000094627	Gm10182	105.0	22.0	19.0	18.5	23.0	114.0	81.0	26.0
ENSMUSG00000025872	Thoc3	645.0	343.0	435.0	342.0	345.5	622.5	564.5	654.5
ENSMUSG00000031604	Msmo1	2137.0	2394.0	2503.5	946.5	1442.0	1089.0	1197.5	1603.5
ENSMUSG00000021306	Gpr137b	321.0	580.5	851.0	719.5	819.0	162.0	318.0	321.0
ENSMUSG00000074406	Zfp628	180.0	213.5	247.5	339.5	314.0	197.0	150.0	308.0
ENSMUSG00000096966	Gm18336	1.0	1.0	0.0	0.5	0.0	22.0	54.0	627.0
ENSMUSG00000037896	Rcor1	602.0	1077.0	779.5	674.0	699.0	652.0	895.0	534.0
ENSMUSG00000005611	Mrvi1	93.0	123.0	7.5	8.5	4.5	2.0	8.0	5.5
ENSMUSG00000032501	Trib1	260.0	134.5	164.0	161.5	198.0	238.5	164.0	104.0
ENSMUSG00000028576	Ift74	1149.0	629.5	682.5	706.5	601.5	757.5	663.5	554.0
ENSMUSG00000033857	Engase	94.0	121.5	83.0	105.0	119.5	135.0	122.5	425.5
ENSMUSG00000048065	Cyb5r2	6.0	43.0	1.5	6.5	9.0	14.0	8.0	79.5
ENSMUSG00000033213	AA467197	1.0	5.0	8.0	30.5	30.0	178.0	56.5	2.0
ENSMUSG00000029149	Krtcap3	17.0	23.5	18.5	33.5	41.5	354.5	142.0	40.5
ENSMUSG00000059534	Uqcr10	833.0	565.5	741.5	598.0	592.5	717.0	545.5	1150.0
ENSMUSG00000060002	Chpt1	226.0	262.5	189.0	212.0	172.5	115.5	249.5	366.0
ENSMUSG00000058239	Usf2	713.0	466.0	448.5	505.0	478.0	422.0	481.0	578.5
ENSMUSG00000054676	1600014C10Rik	175.0	374.0	309.5	284.0	305.0	136.5	72.0	114.0
ENSMUSG00000038527	C1rl	57.0	155.5	111.5	124.0	202.5	70.5	52.5	70.0
ENSMUSG00000028743	Akr7a5	303.0	271.5	251.0	263.0	338.0	324.5	248.0	403.0
ENSMUSG00000021285	Ppp1r13b	240.0	270.0	203.0	251.5	299.5	158.0	158.5	281.0
ENSMUSG00000101144	Gm29054	62.0	84.0	99.5	104.5	134.0	30.0	28.5	2.5
ENSMUSG00000097640	Gm20033	66.0	172.0	122.0	122.0	145.5	95.5	115.0	229.5
ENSMUSG00000029701	Rbm28	1371.0	816.5	1207.5	995.0	970.5	1370.0	980.0	803.5
ENSMUSG00000066456	Hmgn3	307.0	264.5	327.5	328.5	428.0	167.0	211.5	26.0
ENSMUSG00000102428	Pcdhga12	40.0	90.5	89.0	107.0	64.0	47.5	37.0	60.0
ENSMUSG00000067321	Gm7931	74.0	5.0	3.5	3.5	6.5	58.5	43.5	2.5
ENSMUSG00000010803	Gabra1	198.0	196.0	494.0	264.5	381.5	233.5	164.5	111.5
ENSMUSG00000035285	Nat14	68.0	106.0	65.0	111.0	147.0	21.0	38.5	13.0
ENSMUSG00000047712	Ust	152.0	393.0	320.0	664.0	170.0	104.0	167.0	70.5
ENSMUSG00000021666	Gfm2	481.0	422.0	428.5	490.5	756.5	699.0	487.5	1326.0
ENSMUSG00000000594	Gm2a	190.0	591.5	427.0	445.0	373.0	428.5	574.5	417.0
ENSMUSG00000086994	Gm13402	63.0	53.0	42.5	44.5	50.0	25.5	20.5	98.5
ENSMUSG00000103200	Gm37328	24.0	59.5	11.5	34.5	11.0	9.5	33.5	20.5
ENSMUSG00000058173	Smco4	179.0	169.0	153.0	107.5	84.5	24.0	36.0	153.0
ENSMUSG00000108437	Gm19366	328.0	120.5	92.5	68.5	77.0	244.0	259.0	20.0
ENSMUSG00000031170	Slc38a5	1.0	1.0	0.5	4.5	109.0	74.0	48.0	0.5
ENSMUSG00000108381	Gm9299	277.0	213.5	192.5	188.0	172.0	61.5	108.5	21.0
ENSMUSG00000033900	Map9	102.0	164.5	230.0	147.5	239.5	138.0	99.0	103.5
ENSMUSG00000014633	Cmc2	221.0	113.5	188.0	122.0	124.0	138.0	85.0	206.5
ENSMUSG00000026721	Rabgap1l	206.0	309.5	330.0	328.5	184.5	171.5	227.5	102.5
ENSMUSG00000021116	Eif2s1	2473.0	1154.0	1350.0	970.5	1094.5	1727.5	1181.5	3085.0
ENSMUSG00000031229	Atrx	1722.0	2850.5	3537.0	4697.0	6251.0	8004.5	8126.0	1087.5
ENSMUSG00000023073	Slc10a2	24.0	59.5	11.5	12.0	70.5	9.5	10.5	21.0
ENSMUSG00000020720	Psmd12	1824.0	1081.5	1226.5	876.5	1091.0	1559.0	1285.0	1574.0
ENSMUSG00000042501	Cpa6	99.0	143.0	51.0	49.5	18.5	6.0	3.5	3.0
ENSMUSG00000096755	Ftl1-ps2	208.0	23.0	97.5	53.0	73.0	148.5	102.0	467.5
ENSMUSG00000055172	C1ra	81.0	484.5	301.5	719.0	1388.0	341.5	328.0	2.0
ENSMUSG00000103037	Pcdhgb1	46.0	117.5	101.0	135.5	103.0	50.0	74.5	39.5
ENSMUSG00000030763	Lcmt1	376.0	329.0	288.5	290.0	297.5	416.0	371.5	701.5
ENSMUSG00000012848	Rps5	8389.0	5462.5	5210.5	4640.0	4274.5	9534.0	10208.0	14242.0
ENSMUSG00000028673	Fuca1	993.0	1101.0	1555.0	1736.5	1498.5	719.5	933.5	496.0
ENSMUSG00000092572	Serpinb10	178.0	115.0	175.5	91.5	88.5	63.5	118.5	21.5
ENSMUSG00000023830	Igf2r	3702.0	9175.0	11145.0	18009.5	5588.0	2886.5	4112.5	1478.5
ENSMUSG00000044751	Gm12231	218.0	67.0	90.0	56.5	60.0	117.5	108.0	59.0
ENSMUSG00000047910	Pcdhb16	46.0	51.0	38.5	47.5	15.0	11.0	56.5	1.0
ENSMUSG00000049799	Lrrc19	199.0	117.5	119.0	85.5	84.0	106.5	142.5	92.5
ENSMUSG00000026851	BC005624	492.0	405.0	508.5	635.0	602.5	493.5	457.0	405.5
ENSMUSG00000026356	Dars	1051.0	827.0	770.0	1100.0	1338.0	1879.0	1258.0	2758.5
ENSMUSG00000002031	Ift46	826.0	806.5	541.5	530.0	403.0	648.5	668.5	622.0
ENSMUSG00000034981	Parm1	119.0	644.5	364.5	206.5	337.5	111.5	129.0	421.0
ENSMUSG00000062345	Serpinb2	311.0	60.5	419.5	190.5	210.5	231.0	178.0	21.5
ENSMUSG00000102918	Pcdhgc3	494.0	994.5	1094.5	1385.5	734.0	275.5	692.0	161.5
ENSMUSG00000022369	Mtbp	344.0	197.0	166.0	139.0	135.5	259.5	254.0	674.0
ENSMUSG00000030035	Wbp1	482.0	870.0	566.0	597.5	596.5	484.0	500.0	636.0
ENSMUSG00000020069	Hnrnph3	415.0	193.0	173.0	219.5	186.0	327.5	466.5	692.5
ENSMUSG00000030766	Arhgap17	588.0	578.5	653.0	801.0	753.0	608.0	670.0	916.5
ENSMUSG00000062421	Arf2	796.0	822.0	617.5	489.0	537.5	371.0	558.5	322.0
ENSMUSG00000050967	Creg2	2.0	10.5	1.0	5.5	2.5	5.5	12.0	51.5
ENSMUSG00000083033	Gm9083	518.0	109.5	115.5	75.5	103.0	449.5	404.5	6.5
ENSMUSG00000031217	Efnb1	568.0	1528.0	486.5	865.5	866.0	354.5	1169.0	172.5
ENSMUSG00000009076	Zmat5	116.0	102.0	95.5	117.5	109.0	112.0	68.5	293.0
ENSMUSG00000034024	Cct2	6586.0	4532.0	5158.5	4517.5	4014.5	7224.0	6107.0	6905.0
ENSMUSG00000079139	Gm4204	544.0	310.5	261.5	145.0	165.0	388.0	272.0	515.0
ENSMUSG00000046794	Ppp1r3b	64.0	290.0	175.0	176.0	197.5	53.5	159.5	122.5
ENSMUSG00000028961	Pgd	2433.0	1825.0	3511.0	2746.5	4102.5	4576.5	3463.0	2324.0
ENSMUSG00000066148	Prpf4	382.0	348.5	446.5	349.0	408.0	705.5	642.5	925.5
ENSMUSG00000078779	Zfp59	97.0	105.5	200.0	142.5	295.0	445.5	316.5	384.5
ENSMUSG00000031756	Cenpn	247.0	100.5	184.0	104.0	116.0	238.0	165.0	450.5
ENSMUSG00000029591	Ung	121.0	46.5	64.0	57.5	87.5	545.5	308.5	1729.0
ENSMUSG00000023094	Msrb2	123.0	101.0	198.0	229.5	323.5	319.5	171.5	174.5
ENSMUSG00000038366	Lasp1	3823.0	4058.0	2731.5	2859.0	2946.0	2113.0	1800.5	3803.5
ENSMUSG00000020420	Zfp607a	23.0	43.0	77.0	51.0	62.0	63.5	64.0	93.0
ENSMUSG00000021810	Ecd	711.0	459.0	436.5	427.5	428.5	585.5	537.0	966.5
ENSMUSG00000021149	Gtpbp4	1067.0	579.0	739.0	638.0	658.5	1071.5	942.5	1672.5
ENSMUSG00000003051	Elf3	1.0	1.0	0.5	9.0	154.0	1306.0	995.0	1509.0
ENSMUSG00000029816	Gpnmb	436.0	395.5	1496.5	2380.0	1937.0	750.5	190.0	61.5
ENSMUSG00000009075	Cabp7	24.0	13.5	13.0	26.0	18.0	27.5	21.5	192.0
ENSMUSG00000078185	Chml	95.0	109.5	286.0	171.5	188.0	171.0	227.0	100.5
ENSMUSG00000035916	Ptprq	285.0	498.0	341.5	158.5	214.0	68.5	70.0	69.0
ENSMUSG00000031887	Tradd	161.0	157.0	199.5	218.5	215.5	95.0	84.0	122.0
ENSMUSG00000086567	Gm2830	247.0	154.0	126.0	95.5	88.0	163.0	142.0	84.5
ENSMUSG00000004535	Tax1bp1	1846.0	1768.0	1612.0	1475.0	1442.5	1464.0	1148.5	678.5
ENSMUSG00000108352	Usf2-ps1	165.0	107.5	118.5	85.0	117.0	85.0	105.0	158.5
ENSMUSG00000113411	AC134254.4	156.0	116.5	132.0	87.0	91.0	236.0	196.5	217.0
ENSMUSG00000053411	Cbx7	37.0	93.5	78.0	66.0	171.5	1092.0	781.5	2067.5
ENSMUSG00000022472	Desi1	726.0	597.5	592.0	507.5	434.0	334.5	337.5	456.0
ENSMUSG00000017221	Psmd3	2258.0	1583.5	1462.0	1274.5	1604.0	1880.5	1901.5	3511.0
ENSMUSG00000003534	Ddr1	792.0	1376.5	892.5	959.0	1290.0	784.5	1507.0	205.0
ENSMUSG00000059981	Taok2	802.0	915.5	1003.5	1032.5	1282.0	1266.0	1879.0	980.0
ENSMUSG00000071176	Arhgef10	389.0	799.0	313.5	340.5	208.5	81.5	186.0	167.5
ENSMUSG00000001247	Lsr	18.0	25.5	9.0	18.5	58.5	408.5	234.5	215.0
ENSMUSG00000054057	A930004D18Rik	119.0	153.5	99.5	85.5	150.0	96.0	39.0	105.5
ENSMUSG00000097680	Gm26642	93.0	40.5	37.0	31.0	36.5	121.0	88.5	242.5
ENSMUSG00000050323	Ndufaf6	142.0	76.0	75.0	47.5	69.5	118.0	68.0	271.5
ENSMUSG00000041926	Rnpep	612.0	341.5	309.5	301.0	265.0	350.5	248.0	525.0
ENSMUSG00000020059	Sycp3	252.0	219.5	190.0	160.0	143.0	176.5	255.0	544.0
ENSMUSG00000029804	Herc3	190.0	352.0	371.5	570.0	1126.0	330.5	313.5	269.0
ENSMUSG00000036777	Anln	1721.0	1036.0	1862.0	1082.5	1368.0	2643.0	1967.0	2362.5
ENSMUSG00000031429	Psmd10	316.0	220.0	221.0	209.0	168.0	194.5	153.0	348.0
ENSMUSG00000022471	Xrcc6	592.0	437.0	403.5	338.5	360.0	650.5	510.0	874.0
ENSMUSG00000038425	Poli	88.0	80.5	50.0	72.0	61.5	134.5	95.5	448.5
ENSMUSG00000072568	Fam84b	225.0	281.5	249.0	259.0	118.0	189.0	339.0	120.0
ENSMUSG00000028544	Slc5a9	2.0	13.0	101.5	272.5	965.5	283.5	39.5	21.5
ENSMUSG00000005779	Psmb4	2116.0	1354.5	1577.0	1384.5	1629.0	2424.5	1756.5	2657.5
ENSMUSG00000097493	9930014A18Rik	88.0	117.0	128.5	189.5	62.5	57.5	109.5	41.5
ENSMUSG00000027357	Crls1	461.0	267.5	183.5	175.5	166.5	202.5	203.0	405.0
ENSMUSG00000022756	Slc7a4	12.0	78.0	102.5	98.0	119.0	33.0	32.5	14.0
ENSMUSG00000085955	Gm12356	74.0	80.0	68.0	58.0	69.0	45.0	35.0	355.5
ENSMUSG00000031969	Acad8	344.0	320.5	286.0	309.0	311.0	330.0	304.5	388.5
ENSMUSG00000028639	Ybx1	9895.0	7367.5	9536.0	7965.0	9536.0	9036.5	8107.5	22994.0
ENSMUSG00000022621	Rabl2	124.0	121.5	129.0	135.5	130.0	135.0	141.5	91.0
ENSMUSG00000014551	Mrps25	692.0	456.5	885.5	631.0	601.0	624.0	490.0	576.0
ENSMUSG00000032006	Pdgfd	178.0	616.0	222.5	404.0	340.0	59.5	66.5	3.5
ENSMUSG00000054074	Skida1	99.0	125.0	83.5	73.5	156.0	109.0	72.5	126.0
ENSMUSG00000090535	Gm8540	1.0	1.0	2.0	2.5	20.5	72.5	9.5	52.5
ENSMUSG00000086841	2410006H16Rik	544.0	757.5	659.5	676.0	552.0	662.5	996.0	1261.0
ENSMUSG00000005893	Nr2c2	223.0	563.0	540.0	451.5	468.0	518.0	651.5	448.5
ENSMUSG00000046607	Hrk	1.0	1.0	0.5	1.0	2.0	1.0	3.0	106.5
ENSMUSG00000078247	Airn	72.0	73.0	60.0	155.0	40.0	20.0	125.5	1.5
ENSMUSG00000031527	Eri1	366.0	253.5	328.0	211.5	321.5	435.5	350.5	522.5
ENSMUSG00000037089	Slc35b2	748.0	807.0	866.5	806.5	768.5	546.0	682.5	633.5
ENSMUSG00000026154	Sdhaf4	199.0	174.0	170.0	192.0	149.5	168.5	126.5	155.0
ENSMUSG00000086748	Gm13261	1.0	1.0	0.0	0.5	0.0	4.0	4.5	115.0
ENSMUSG00000043183	Simc1	207.0	259.5	202.5	134.0	126.5	94.5	142.5	138.0
ENSMUSG00000102440	Pcdhga9	41.0	64.0	45.0	69.0	57.0	21.5	26.0	12.0
ENSMUSG00000079418	Atg4a	192.0	208.5	173.5	169.0	110.0	79.5	91.5	76.5
ENSMUSG00000061186	Sfmbt2	80.0	92.5	86.5	55.0	37.0	92.0	90.0	225.0
ENSMUSG00000069893	9930111J21Rik1	14.0	109.0	28.5	46.5	65.5	50.5	13.5	2.0
ENSMUSG00000024231	Cul2	758.0	490.0	460.5	375.5	402.0	818.5	534.0	1213.5
ENSMUSG00000009585	Apobec3	234.0	300.0	386.0	416.5	602.5	1091.5	524.5	1133.0
ENSMUSG00000022443	Myh9	17098.0	23005.0	14251.0	15073.5	11796.0	6968.0	6668.5	2251.5
ENSMUSG00000026162	Nhej1	51.0	14.5	26.5	23.0	17.5	35.5	15.5	59.5
ENSMUSG00000028167	Bdh2	37.0	21.0	55.5	53.0	65.5	85.5	65.0	8.5
ENSMUSG00000043342	Hoxd9	63.0	93.5	62.5	53.5	68.5	18.0	54.5	134.5
ENSMUSG00000070709	Zfp974	42.0	81.5	62.0	54.0	64.0	51.5	68.0	58.5
ENSMUSG00000022370	Mrpl13	808.0	459.5	314.0	297.0	273.0	421.5	298.0	908.0
ENSMUSG00000106917	Gm7832	147.0	54.0	68.0	53.0	65.5	97.0	85.0	24.5
ENSMUSG00000037531	Mrpl47	525.0	251.5	264.5	229.5	268.5	408.0	347.0	624.5
ENSMUSG00000002957	Ap2a2	2457.0	3207.0	1650.0	1367.0	1109.0	1107.0	1240.5	1292.5
ENSMUSG00000045991	Onecut2	18.0	28.5	18.0	23.5	31.0	23.0	32.0	56.0
ENSMUSG00000050954	Zfp169	37.0	113.0	118.5	106.0	111.5	86.5	100.0	100.5
ENSMUSG00000078153	Psme2b	57.0	82.0	68.5	68.5	76.5	101.0	31.5	72.5
ENSMUSG00000107219	Gm42738	1.0	1.0	0.0	0.5	0.0	0.0	0.0	67.5
ENSMUSG00000025321	Itgb8	368.0	462.0	305.5	382.5	363.5	162.5	382.5	23.0
ENSMUSG00000028339	Col15a1	156.0	158.0	15.5	33.5	21.5	19.5	486.5	1.5
ENSMUSG00000030350	Prmt8	3.0	1.0	0.0	0.5	0.0	5.5	9.0	353.0
ENSMUSG00000022686	B3gnt5	231.0	104.0	52.0	30.0	15.5	31.0	57.5	208.5
ENSMUSG00000032850	Rnft2	29.0	86.0	58.0	131.0	180.0	76.5	140.0	153.0
ENSMUSG00000025871	4833439L19Rik	852.0	1198.5	887.5	910.0	964.5	919.5	777.0	862.5
ENSMUSG00000099764	Rps10-ps2	373.0	412.0	374.5	283.5	222.0	398.5	463.0	472.5
ENSMUSG00000078922	Tgtp1	18.0	130.0	53.0	855.0	2581.5	2507.5	135.0	13.0
ENSMUSG00000027671	Actl6a	708.0	376.5	449.5	371.0	422.5	1381.5	1095.5	2620.5
ENSMUSG00000026824	Kcnj3	27.0	23.5	75.0	56.0	47.5	330.0	176.5	173.5
ENSMUSG00000103793	Pcdhga6	77.0	73.0	61.5	81.5	66.0	21.5	55.5	13.5
ENSMUSG00000026740	Dnajc1	672.0	731.0	570.5	642.0	475.0	431.5	487.0	428.0
ENSMUSG00000021830	Txndc16	129.0	521.0	314.0	501.0	774.0	246.5	233.0	186.0
ENSMUSG00000078920	Ifi47	18.0	106.5	15.0	121.0	267.0	397.5	46.0	0.0
ENSMUSG00000061414	Cracr2a	17.0	20.0	48.5	90.5	58.5	9.0	10.0	9.0
ENSMUSG00000036411	9530077C05Rik	81.0	40.0	27.0	34.5	35.0	28.5	43.5	106.0
ENSMUSG00000055430	Nap1l5	36.0	60.5	9.5	16.0	13.0	6.0	10.0	13.0
ENSMUSG00000033313	Fbxl8	52.0	53.5	61.5	47.0	49.0	9.5	8.5	16.0
ENSMUSG00000103332	Pcdhga2	55.0	104.0	79.5	108.0	126.0	53.5	79.5	45.5
ENSMUSG00000027102	Hoxd8	115.0	231.0	119.5	180.0	97.5	21.5	86.0	42.5
ENSMUSG00000079014	Serpina3i	8.0	26.5	55.5	69.0	199.5	26.5	2.5	63.5
ENSMUSG00000104346	Pcdhga3	66.0	131.0	95.5	156.0	107.0	50.5	91.5	50.0
ENSMUSG00000069892	9930111J21Rik2	21.0	190.5	45.0	93.0	115.0	70.5	24.5	2.0
ENSMUSG00000025089	Gfra1	358.0	165.5	151.0	158.0	57.0	19.5	35.0	12.0
ENSMUSG00000100642	Gm28230	26.0	31.5	30.0	49.5	41.0	9.5	60.0	6.0
ENSMUSG00000039789	Zfp597	99.0	121.5	117.5	80.5	90.5	96.0	91.5	107.0
ENSMUSG00000054766	Set	4096.0	1971.0	2722.5	2006.0	3127.5	7150.0	3785.5	5015.5
ENSMUSG00000078921	Tgtp2	10.0	44.0	10.5	315.0	994.5	1565.0	75.0	5.0
ENSMUSG00000027933	Ints3	1020.0	869.0	1026.0	876.5	923.0	1180.0	881.0	1898.0
ENSMUSG00000085725	Gm15873	10.0	12.0	7.0	10.0	5.0	20.0	21.0	110.0
ENSMUSG00000032239	Rp9	424.0	300.5	248.0	217.0	210.0	244.0	290.5	547.5
ENSMUSG00000035458	Tnni3	10.0	9.0	5.5	8.0	5.0	25.5	37.5	234.5
ENSMUSG00000079297	Gm2223	99.0	136.0	169.0	118.5	120.0	145.5	121.0	144.5
ENSMUSG00000028898	Trnau1ap	341.0	272.5	212.0	173.5	184.0	256.5	239.5	663.5
ENSMUSG00000048852	Gm12185	6.0	25.5	6.0	104.5	329.0	234.0	13.5	4.0
ENSMUSG00000018882	Mrpl45	708.0	413.0	553.5	457.5	385.0	685.0	573.5	1209.5
ENSMUSG00000014232	Cluap1	189.0	121.0	112.5	135.0	136.5	172.0	166.0	204.5
ENSMUSG00000021027	Ralgapa1	915.0	1078.0	1104.5	1145.0	1204.0	1495.0	1271.0	877.5
ENSMUSG00000019732	Calr3	33.0	27.0	48.5	34.5	26.0	13.0	23.5	55.0
ENSMUSG00000060739	Nsa2	2147.0	1790.5	1169.0	1184.0	990.5	1459.5	1678.5	2937.0
ENSMUSG00000097170	Gm16982	169.0	364.5	176.0	148.0	101.0	97.0	85.5	137.0
ENSMUSG00000007833	Aldh16a1	478.0	233.5	358.5	317.0	357.5	520.0	417.5	1010.5
ENSMUSG00000028114	Mettl14	286.0	204.5	216.5	220.0	258.5	288.0	268.0	503.5
ENSMUSG00000040697	Dnajc16	260.0	343.5	355.5	408.5	497.0	278.5	385.5	305.0
ENSMUSG00000047221	Fam185a	169.0	126.5	91.5	89.5	93.5	152.0	125.5	211.5
ENSMUSG00000025558	Dock9	165.0	1320.5	1069.5	960.0	1319.0	692.0	823.0	365.0
ENSMUSG00000028741	Mrto4	859.0	304.5	580.5	462.0	534.0	734.0	437.5	821.0
ENSMUSG00000057762	Gm6169	375.0	214.0	360.5	313.0	316.5	280.0	235.0	181.5
ENSMUSG00000034111	Tmed8	211.0	359.0	527.0	349.0	372.5	249.5	318.5	371.5
ENSMUSG00000018189	Uchl5	1296.0	657.0	921.5	628.0	855.0	1078.0	757.0	1265.0
ENSMUSG00000055809	Dnaaf3	35.0	43.0	33.5	34.0	25.0	106.0	102.0	489.0
ENSMUSG00000008200	Fnbp4	669.0	583.0	626.5	921.5	729.5	1385.0	1564.5	1106.0
ENSMUSG00000021665	Hexb	409.0	667.0	922.0	1296.5	2039.0	983.5	818.0	1418.5
ENSMUSG00000090357	Gm17077	94.0	120.5	92.5	115.0	109.5	80.5	67.5	226.0
ENSMUSG00000102742	Pcdhga11	62.0	61.0	76.5	82.5	67.5	48.0	32.0	82.5
ENSMUSG00000026743	Mllt10	457.0	418.0	292.0	293.0	391.5	892.0	678.0	1559.0
ENSMUSG00000097750	Gm4673	60.0	57.0	55.5	72.5	110.5	257.0	184.0	304.5
ENSMUSG00000039062	Anpep	402.0	294.5	959.5	1246.0	477.0	378.5	559.0	57.5
ENSMUSG00000025155	Dus1l	557.0	370.5	543.0	542.5	584.5	1122.0	744.5	1038.0
ENSMUSG00000027673	Ndufb5	618.0	355.0	334.5	306.5	317.0	430.5	429.0	721.5
ENSMUSG00000027684	Mecom	384.0	232.0	364.0	403.0	184.5	31.0	18.5	9.0
ENSMUSG00000093575	Gm20695	79.0	112.0	102.5	108.5	108.0	85.5	91.0	117.5
ENSMUSG00000005983	1700037C18Rik	110.0	70.0	72.5	66.0	59.0	40.5	39.5	65.0
ENSMUSG00000035189	Ano4	5.0	10.5	41.0	25.0	56.0	10.5	6.0	27.5
ENSMUSG00000034435	Tmem30b	8.0	15.5	3.0	5.0	5.0	103.5	36.0	59.0
ENSMUSG00000084333	Gm11599	153.0	34.5	63.5	43.5	55.0	113.5	70.0	18.5
