ensg	name	loc	tss_loc	strand
ENSMUSG00000102032	Gm28705	chrY:77604231-77604545		-1
ENSMUSG00000076632	Gm16968	chr12:113528032-113528054		-1
ENSMUSG00000021427	Ssr1	chr13:37966605-37994217		-1
ENSMUSG00000045180	Shroom2	chrX:152609509-152769465		-1
ENSMUSG00000107469	Olfr436-ps1	chr6:43187171-43187696		1
ENSMUSG00000029027	Dffb	chr4:153964449-153975126		-1
ENSMUSG00000101681	Gm28522	chrY:33740211-33742489		-1
ENSMUSG00000082890	Gm15014	chrX:142216471-142216728		1
ENSMUSG00000048693	Olfr435	chr6:43197146-43203629		1
ENSMUSG00000022792	Yars2	chr16:16302965-16309640		1
ENSMUSG00000101870	Gm21745	chrY:34028189-34028884		-1
ENSMUSG00000042271	Nxt2	chrX:142226770-142239692		1
ENSMUSG00000107883	Gm44062	chr2:38500192-38505048		1
ENSMUSG00000092386	Gm20536	chr6:72609836-72616190		1
ENSMUSG00000083539	Gm12466	chr4:52240903-52241522		1
ENSMUSG00000082267	Gm12467	chr4:52241712-52242456		1
ENSMUSG00000098233	Gm26954	chr5:14696985-14723664		-1
ENSMUSG00000030049	Gkn2	chr6:87373357-87379497		1
ENSMUSG00000027788	Otol1	chr3:70007613-70028708		1
ENSMUSG00000039676	Capsl	chr15:9436028-9466038		1
ENSMUSG00000055961	BC051076	chr5:87963485-87966352		1
ENSMUSG00000050810	Oog3	chr4:144157557-144162663		-1
ENSMUSG00000106491	Gm42446	chr5:14563338-14566621		1
ENSMUSG00000106411	Gm42445	chr5:14611652-14614544		1
ENSMUSG00000001622	Csn3	chr5:87925579-87932665		1
ENSMUSG00000105578	Gm43663	chr5:14665649-14667153		1
ENSMUSG00000111181	Gm48124	chr9:71278774-71279185		-1
ENSMUSG00000048904	Neurog1	chr13:56250478-56252163		-1
ENSMUSG00000104597	B230334C09Rik	chr3:158067186-158076112		-1
ENSMUSG00000099519	Gm29253	chr1:75171731-75185146		-1
ENSMUSG00000063052	Lrrc40	chr3:158036662-158068487		1
ENSMUSG00000034035	Ccdc17	chr4:116596654-116600266		1
ENSMUSG00000083338	Gm12475	chr4:52360823-52362211		-1
ENSMUSG00000085763	Smc2os	chr4:52430285-52438965		-1
ENSMUSG00000101618	Gm18443	chr1:25996604-25997159		-1
ENSMUSG00000028618	Tmem59	chr4:107178399-107200996		1
ENSMUSG00000026198	Abcb6	chr1:75171717-75180392		-1
ENSMUSG00000044772	Sntn	chr14:13670876-13683148		1
ENSMUSG00000021600	8030423J24Rik	chr13:70882948-70884503		1
ENSMUSG00000039814	Xkr5	chr8:18932729-18950975		-1
ENSMUSG00000031029	Eif3f	chr7:108934417-108942951		1
ENSMUSG00000103020	Gm37681	chr3:70059745-70060471		1
ENSMUSG00000100511	1700111N16Rik	chrX:69929259-70143588		-1
ENSMUSG00000101986	Gm6198	chr1:81554157-81557483		-1
ENSMUSG00000081807	Gm14849	chrX:108060304-108065130		1
ENSMUSG00000101762	1700047L14Rik	chr5:108763842-108768914		1
ENSMUSG00000102303	Gm38191	chr13:71068480-71071726		-1
ENSMUSG00000114950	Gm47747	chr14:6956945-6957625		1
ENSMUSG00000113358	1700112M02Rik	chr13:71487607-71612709		1
ENSMUSG00000059690	1700020N15Rik	chrX:69945300-69945978		1
ENSMUSG00000013367	Iglon5	chr7:43472904-43490075		-1
ENSMUSG00000091400	Gm6356	chr14:6965449-6973818		-1
ENSMUSG00000055385	Rnf212	chr5:108729290-108774982		-1
ENSMUSG00000043945	Adam6a	chr12:113543908-113546465		1
ENSMUSG00000113305	Gm47811	chr13:71624610-71624974		-1
ENSMUSG00000113034	Gm47812	chr13:71625028-71625143		1
ENSMUSG00000114631	Gm5199	chr13:92719362-92719827		1
ENSMUSG00000114611	Gm47749	chr14:6997191-6997782		1
ENSMUSG00000114038	Gm40999	chr13:71709055-71956552		-1
ENSMUSG00000115153	AC150560.1	chr15:12194907-12196619		-1
ENSMUSG00000115356	AC150560.2	chr15:12198302-12198472		-1
ENSMUSG00000085701	Gm12968	chr4:128846197-128873698		1
ENSMUSG00000021702	Thbs4	chr13:92751590-92794818		-1
ENSMUSG00000100823	Gm28704	chrY:77605955-77609301		-1
ENSMUSG00000084011	Gm12969	chr4:128868393-128869396		-1
ENSMUSG00000057229	Dmac2	chr7:25619414-25625551		1
ENSMUSG00000091818	Rpl19-ps4	chr14:13777817-13778441		-1
ENSMUSG00000101162	Gm26728	chr6:125494424-125509135		1
ENSMUSG00000112328	Gm47325	chr10:100651630-100651942		1
ENSMUSG00000102537	Gm37224	chr1:34752775-34752922		1
ENSMUSG00000114480	Gm3637	chr14:13790983-13792060		-1
ENSMUSG00000003882	Il7r	chr15:9505788-9530176		-1
ENSMUSG00000037509	Arhgef4	chr1:34678188-34813309		1
ENSMUSG00000112104	Gm35722	chr10:100707535-100741635		-1
ENSMUSG00000093662	Gm20649	chr9:74848463-74891476		1
ENSMUSG00000101191	Gm28809	chr6:125481363-125484678		1
ENSMUSG00000066477	Gm16551	chr9:74847983-74860134		1
ENSMUSG00000066838	Zfp772	chr7:7202117-7209998		-1
ENSMUSG00000030342	Cd9	chr6:125460266-125494791		-1
ENSMUSG00000105888	BC037156	chr5:87908779-87914171		1
ENSMUSG00000034042	Gpbp1l1	chr4:116557658-116593882		1
ENSMUSG00000108609	Gm7424	chr6:83600807-83601708		-1
ENSMUSG00000007907	Cabs1	chr5:87979439-87981544		1
ENSMUSG00000044966	Fbxo48	chr11:16951375-16954772		1
ENSMUSG00000113264	Gm19095	chr13:75199214-75199943		1
ENSMUSG00000109546	Gm18468	chr7:22723861-22724229		1
ENSMUSG00000101596	Gm28182	chr9:74852909-74855385		-1
ENSMUSG00000113821	Gm48234	chr13:75479195-75479387		-1
ENSMUSG00000095619	Vmn1r157	chr7:22761697-22762590		1
ENSMUSG00000043013	Onecut1	chr9:74861921-74891781		1
ENSMUSG00000113270	Gm48235	chr13:75509279-75510047		1
ENSMUSG00000087008	Gm5530	chr1:81741985-81742969		-1
ENSMUSG00000100561	Gm7516	chr1:81797241-81797946		1
ENSMUSG00000014542	Clec4f	chr6:83644542-83656187		-1
ENSMUSG00000105948	Gm43089	chr9:109541701-109542913		-1
ENSMUSG00000104674	Gm42756	chr9:109537100-109552780		1
ENSMUSG00000059821	Olfr847	chr9:19373668-19378669		-1
ENSMUSG00000100704	Gm28434	chr5:87969517-88008277		1
ENSMUSG00000074060	Fbxw15	chr9:109552602-109568262		-1
ENSMUSG00000029280	Smr3a	chr5:88002549-88008534		1
ENSMUSG00000015749	Anp32e	chr3:95929246-95947390		1
ENSMUSG00000081381	Gm5752	chrX:8941590-8942183		-1
ENSMUSG00000020952	Scfd1	chr12:51377510-51450101		1
ENSMUSG00000103113	Gm37585	chr3:70116253-70116532		-1
ENSMUSG00000108758	Gm44921	chr7:3567731-3568031		-1
ENSMUSG00000082326	Gm14366	chrX:5608572-5610867		-1
ENSMUSG00000108644	Gm44920	chr7:3591646-3604150		-1
ENSMUSG00000099416	Gm28540	chrY:77643677-77646914		1
ENSMUSG00000028246	Faxc	chr4:21931329-21996839		1
ENSMUSG00000037287	Tbcel	chr9:42412316-42507809		-1
ENSMUSG00000102901	Ighv5-1	chr12:113572927-113573402		-1
ENSMUSG00000079657	Rab26	chr17:24527241-24534210		-1
ENSMUSG00000080921	Rpl38-ps2	chr6:140746960-140747172		-1
ENSMUSG00000039239	Tgfb2	chr1:186622792-186705989		-1
ENSMUSG00000114119	Gm48039	chr12:22877247-22877354		1
ENSMUSG00000023952	Gtpbp2	chr17:46161032-46169370		1
ENSMUSG00000099458	Gm19123	chr1:26466236-26466886		1
ENSMUSG00000023902	Zscan10	chr17:23600856-23611019		1
ENSMUSG00000049902	4921517D22Rik	chr13:59687402-59694108		-1
ENSMUSG00000113060	Gm48041	chr12:22882223-22882342		-1
ENSMUSG00000004567	Mcoln1	chr8:3500457-3515232		1
ENSMUSG00000073722	4931408C20Rik	chr1:26681814-26687460		-1
ENSMUSG00000040824	Snrpd2	chr7:19149722-19153542		1
ENSMUSG00000026848	Tor1b	chr2:30952959-30959015		1
ENSMUSG00000007457	2310003L06Rik	chr5:87969459-87972870		1
ENSMUSG00000113773	Gm8278	chr13:75515897-75518414		-1
ENSMUSG00000113929	Gm3926	chr13:75523226-75524348		-1
ENSMUSG00000099605	1700066N21Rik	chr5:87908579-87979351		-1
ENSMUSG00000113876	Gm48042	chr12:22906038-22906163		-1
ENSMUSG00000106896	G630022F23Rik	chr5:33720043-33723669		-1
ENSMUSG00000081534	Slc48a1	chr15:97778520-97792692		1
ENSMUSG00000074800	Gm4149	chr13:75644896-75645171		1
ENSMUSG00000033916	Chmp2a	chr7:13032010-13034807		-1
ENSMUSG00000111921	Gm48406	chr10:11035916-11036144		1
ENSMUSG00000112772	Gm48400	chr10:10730629-10731126		1
ENSMUSG00000099622	Gm29188	chr1:151001040-151004577		1
ENSMUSG00000111100	Gm47535	chr9:13915801-13920119		-1
ENSMUSG00000043648	Pld6	chr11:59783897-59787645		-1
ENSMUSG00000102628	Gm37671	chr1:151080450-151082545		1
ENSMUSG00000100595	Gm19087	chr1:151107915-151108860		1
ENSMUSG00000111871	Gm47557	chr9:13945281-13981814		1
ENSMUSG00000112404	AC159282.1	chr12:5808195-5984958		1
ENSMUSG00000055368	Slc6a2	chr8:92960079-93001667		1
ENSMUSG00000001542	Ell2	chr13:75706757-75772364		1
ENSMUSG00000058407	Txndc9	chr1:37985189-37997893		-1
ENSMUSG00000026200	Glb1l	chr1:75198236-75210813		-1
ENSMUSG00000096158	Gm21827	chr6:43210333-43210755		1
ENSMUSG00000114727	Gm47269	chr13:59688371-59688791		1
ENSMUSG00000101472	Gm28517	chrY:34063698-34064225		1
ENSMUSG00000094647	Gm21650	chrY:77692808-77719038		1
ENSMUSG00000059411	Olfr434	chr6:43213021-43218113		1
ENSMUSG00000022475	Hdac7	chr15:97792664-97844502		-1
ENSMUSG00000028886	Eya3	chr4:132638987-132724765		1
ENSMUSG00000110590	Olfr848-ps1	chr9:19403600-19404529		-1
ENSMUSG00000085945	2310014F06Rik	chr7:112612560-112680081		-1
ENSMUSG00000083871	Gm16479	chrX:8956307-8957238		1
ENSMUSG00000026750	Psmb7	chr2:38588036-38644087		-1
ENSMUSG00000091712	Sec14l5	chr16:5147109-5187271		1
ENSMUSG00000101407	Gm29532	chrY:34086381-34088745		1
ENSMUSG00000091606	Ighv2-1	chr12:113574245-113574681		-1
ENSMUSG00000052182	Olfr849	chr9:19440266-19446923		1
ENSMUSG00000109611	Gm45473	chr7:112652782-112653397		1
ENSMUSG00000080051	Gm14510	chrX:8959312-8960403		1
ENSMUSG00000055320	Tead1	chr7:112679318-112906807		1
ENSMUSG00000113306	Mif-ps7	chr12:109098227-109098553		1
ENSMUSG00000099500	Gm29531	chrY:34125909-34126436		1
ENSMUSG00000061210	Olfr47	chr6:43231529-43236959		1
ENSMUSG00000071392	Ect2l	chr10:18128903-18210890		-1
ENSMUSG00000022584	Ly6c2	chr15:75108158-75111970		-1
ENSMUSG00000033326	Kdm4a	chr4:118136957-118180043		-1
ENSMUSG00000100097	Gm28464	chrY:34148855-34151218		1
ENSMUSG00000101474	Gm29656	chrY:34186435-34186962		1
ENSMUSG00000087114	Gm16099	chr10:81024811-81026567		1
ENSMUSG00000043670	Diras1	chr10:81019589-81025662		-1
ENSMUSG00000114926	Gm2379	chr13:97511204-97515730		1
ENSMUSG00000033781	Asb13	chr13:3634032-3653822		1
ENSMUSG00000111489	1700019J19Rik	chr9:14089620-14118301		1
ENSMUSG00000114415	Gm41030	chr13:97523200-97527455		-1
ENSMUSG00000021795	Sftpd	chr14:41172214-41185149		-1
ENSMUSG00000061653	Vmn1r46	chr6:89969313-89986721		1
ENSMUSG00000085408	C530005A16Rik	chr4:116589733-116597630		-1
ENSMUSG00000022427	Tomm22	chr15:79670861-79673400		1
ENSMUSG00000094535	Olfr850	chr9:19477301-19478248		-1
ENSMUSG00000099993	Gm20930	chrY:55043309-55044004		-1
ENSMUSG00000096338	Gm15086	chrX:149593838-149594538		-1
ENSMUSG00000021508	Cxcl14	chr13:56288643-56296551		-1
ENSMUSG00000111479	Gm47559	chr9:14107054-14108123		-1
ENSMUSG00000078208	Fthl17b	chrX:8962134-8962975		-1
ENSMUSG00000107861	Gm44253	chr6:43277755-43278382		1
ENSMUSG00000100393	Gm29491	chr1:186705695-186707033		1
ENSMUSG00000108190	Gm44731	chr6:43264542-43265855		-1
ENSMUSG00000052752	Traf7	chr17:24508562-24527938		-1
ENSMUSG00000114837	Gm48090	chr13:97541712-97543335		-1
ENSMUSG00000083335	Gm13397	chr2:27034680-27035557		1
ENSMUSG00000033542	Arhgef5	chr6:43265582-43289320		1
ENSMUSG00000087364	Gm13398	chr2:27037285-27040853		1
ENSMUSG00000110235	Gm5086	chr13:97559971-97583996		1
ENSMUSG00000113797	Gm48043	chr12:22914570-22914674		-1
ENSMUSG00000112095	A130077B15Rik	chr10:122565023-122569891		-1
ENSMUSG00000082874	Rpl15-ps1	chr11:21953140-21953703		1
ENSMUSG00000113289	Gm48044	chr12:22998355-22998468		1
ENSMUSG00000113670	AC166341.1	chr12:22953995-22960306		-1
ENSMUSG00000100090	Gm29199	chr18:12498688-12499462		-1
ENSMUSG00000114599	Gm48070	chr13:97609536-97609817		1
ENSMUSG00000101406	Gm29200	chr18:12501190-12504426		-1
ENSMUSG00000092303	Vmn1r-ps29	chr6:89997612-90004589		1
ENSMUSG00000095730	Vmn2r29	chr7:7231327-7247328		-1
ENSMUSG00000113552	Gm48046	chr12:23009845-23009967		-1
ENSMUSG00000073164	2410018L13Rik	chr12:22953997-23010284		-1
ENSMUSG00000024421	Lama3	chr18:12333819-12583013		1
ENSMUSG00000054746	Abca15	chr7:120328670-120407687		1
ENSMUSG00000083974	Gm16053	chr7:97406140-97406327		1
ENSMUSG00000030647	Ndufc2	chr7:97400003-97407802		1
ENSMUSG00000101534	Gm29306	chrY:55072993-55073607		-1
ENSMUSG00000066030	Oog2	chr4:144190719-144196934		1
ENSMUSG00000100310	Gm19641	chr1:27336352-27336768		-1
ENSMUSG00000107535	Gm44183	chr2:38564727-38566354		-1
ENSMUSG00000108210	Gm35808	chr2:38533106-38535707		-1
ENSMUSG00000087415	Gm14529	chrX:20339299-20339704		1
ENSMUSG00000026749	Nek6	chr2:38511643-38594606		1
ENSMUSG00000072923	Gm10439	chrX:149594570-149636764		1
ENSMUSG00000110105	Gm45844	chr7:7213017-7278289		-1
ENSMUSG00000113364	Gm48059	chr12:67345588-67345750		-1
ENSMUSG00000113777	Gm48060	chr12:67427947-67428244		-1
ENSMUSG00000094326	Gm10045	chr17:29308138-29308620		1
ENSMUSG00000108414	Snhg1	chr19:8723475-8726443		1
ENSMUSG00000113948	Rpl17-ps3	chr12:67510756-67511311		1
ENSMUSG00000114125	1700037F03Rik	chr13:75700162-75707172		-1
ENSMUSG00000085304	Gm12802	chr4:107126613-107136252		1
ENSMUSG00000114010	Gm47432	chr12:67651385-67658263		1
ENSMUSG00000060724	Vmn1r47	chr6:90016147-90027477		1
ENSMUSG00000113041	Gm48302	chr13:75727279-75729162		1
ENSMUSG00000101037	Gm28424	chr9:95512151-95513469		1
ENSMUSG00000033343	Magea4	chrX:72222017-72222964		1
ENSMUSG00000108039	Gm43925	chr6:140784499-140784704		-1
ENSMUSG00000110827	Gm32281	chr9:95554497-95558913		1
ENSMUSG00000107613	Gm43927	chr6:141008169-141008285		-1
ENSMUSG00000107638	Gm30524	chr6:140955609-141044134		1
ENSMUSG00000028619	Tceanc2	chr4:107134155-107179116		-1
ENSMUSG00000113657	Gm17821	chr12:67658527-67669276		-1
ENSMUSG00000034783	Cd207	chr6:83671215-83677857		-1
ENSMUSG00000114128	Gm47452	chr12:67822018-67822396		-1
ENSMUSG00000054944	5330416C01Rik	chr13:97733498-97747411		-1
ENSMUSG00000114356	Gm47265	chrX:72229990-72231507		1
ENSMUSG00000029195	Klb	chr5:65348314-65384007		1
ENSMUSG00000049685	Cyp2g1	chr7:26808892-26821205		1
ENSMUSG00000114927	Gm47114	chr14:41191401-41191653		-1
ENSMUSG00000102051	I830127L07Rik	chr15:75131377-75135128		-1
ENSMUSG00000064225	Paqr9	chr9:95559657-95568023		1
ENSMUSG00000094964	Gm15101	chrX:149658834-149660335		1
ENSMUSG00000032571	Pik3r4	chr9:105642978-105687657		1
ENSMUSG00000094378	Gm15097	chrX:149784473-149826694		1
ENSMUSG00000092055	Gm7925	chr14:41219463-41221651		-1
ENSMUSG00000091110	Gm2832	chr14:41278805-41288815		1
ENSMUSG00000115815	AC124736.1	chr15:19066151-19066569		-1
ENSMUSG00000082270	Gm14375	chrX:5665372-5666226		1
ENSMUSG00000115803	AC122393.3	chr15:19185373-19203329		1
ENSMUSG00000095814	Btbd35f7	chrX:5669067-5671026		1
ENSMUSG00000115588	AC122393.2	chr15:19204246-19205844		1
ENSMUSG00000031028	Tub	chr7:108950338-109034460		1
ENSMUSG00000107462	Gm7384	chr6:141138047-141138576		1
ENSMUSG00000034777	Vax2	chr6:83711264-83738313		1
ENSMUSG00000098900	Gm18190	chr7:7265498-7278267		-1
ENSMUSG00000093985	Gm10406	chr14:7006115-7027449		-1
ENSMUSG00000031095	Cul4b	chrX:38533274-38576196		-1
ENSMUSG00000054594	Oscar	chr7:3609813-3616157		-1
ENSMUSG00000095561	Gm8383	chrX:149716151-149717920		1
ENSMUSG00000041741	Pde3a	chr6:141249269-141507448		1
ENSMUSG00000104002	Gm38336	chr1:34809360-34811908		-1
ENSMUSG00000113182	Gm20102	chr12:67926040-67926259		-1
ENSMUSG00000037503	Fam168b	chr1:34813219-34843065		-1
ENSMUSG00000113526	Gm47453	chr12:68047704-68067037		-1
ENSMUSG00000068749	Psma5	chr3:108256926-108279974		1
ENSMUSG00000031340	Gabre	chrX:72255999-72274803		-1
ENSMUSG00000099737	Gm29655	chrY:34209370-34211733		1
ENSMUSG00000085794	Vax2os	chr6:83692806-83712201		-1
ENSMUSG00000094021	Gm3685	chr14:7036535-7044970		-1
ENSMUSG00000101417	Gm21647	chrY:34285082-34316611		1
ENSMUSG00000052625	Olfr851	chr9:19493295-19502815		1
ENSMUSG00000039236	Isg20	chr7:78913424-78920396		1
ENSMUSG00000040856	Dlk1	chr12:109452823-109463336		1
ENSMUSG00000081020	Gm14509	chrX:8971505-8972790		1
ENSMUSG00000087456	Gm16322	chr9:42474555-42505662		1
ENSMUSG00000048399	Tprg	chr16:25286817-25422344		1
ENSMUSG00000102663	Gm6631	chr3:70413319-70413877		1
ENSMUSG00000060685	Fthl17c	chrX:8975710-8976559		-1
ENSMUSG00000047227	Gm527	chr12:64917906-64924592		1
ENSMUSG00000085034	Gm11240	chr4:73791246-73798372		1
ENSMUSG00000086585	Gm16126	chr9:95618911-95648471		-1
ENSMUSG00000113674	Hspe1-ps1	chr12:68090407-68091074		1
ENSMUSG00000113655	Gm47454	chr12:68332622-68333830		1
ENSMUSG00000100825	Itpa-ps2	chr9:95675429-95676017		-1
ENSMUSG00000086248	Gm16127	chr9:95636972-95638265		-1
ENSMUSG00000113161	Gm47457	chr12:68435808-68440282		-1
ENSMUSG00000113867	Gm47456	chr12:68340465-68445833		-1
ENSMUSG00000101936	Gm28164	chr9:95621978-95622419		-1
ENSMUSG00000029664	Tfpi2	chr6:3962595-3988919		-1
ENSMUSG00000015354	Pcolce2	chr9:95637601-95698096		1
ENSMUSG00000038633	Degs1	chr1:182275772-182282804		-1
ENSMUSG00000110572	Olfr852-ps1	chr9:19533644-19533869		-1
ENSMUSG00000113759	Gm47695	chr13:3759825-3781203		1
ENSMUSG00000051160	Olfr853	chr9:19534202-19541076		-1
ENSMUSG00000113259	Gm35190	chr13:3762282-3766722		-1
ENSMUSG00000094700	Vmn1r158	chr7:22789859-22790782		-1
ENSMUSG00000087584	Gm14457	chrX:8981822-8982982		1
ENSMUSG00000113561	Gm19176	chr12:68499376-68501206		-1
ENSMUSG00000028417	Tal2	chr4:53779705-53788712		1
ENSMUSG00000100654	Gm4207	chr7:22806354-22807313		-1
ENSMUSG00000070522	Gm6505	chr3:28764713-28765360		-1
ENSMUSG00000091329	1700112D23Rik	chr3:28702667-28781108		-1
ENSMUSG00000114443	Gm19241	chr19:31913644-31914551		1
ENSMUSG00000052595	A1cf	chr19:31868764-31948573		1
ENSMUSG00000027690	Slc2a2	chr3:28697903-28731359		1
ENSMUSG00000113433	Gm47489	chr12:68511818-68532231		-1
ENSMUSG00000063130	Calml3	chr13:3802896-3804316		-1
ENSMUSG00000033475	Tomm6	chr17:47686646-47688386		-1
ENSMUSG00000111266	Gm30570	chr10:4206426-4213114		-1
ENSMUSG00000108169	Gm43958	chr6:141442360-141445903		1
ENSMUSG00000107456	Gm10400	chr6:141340553-141344387		1
ENSMUSG00000100707	Gm28523	chr6:141246920-141250009		-1
ENSMUSG00000113166	Gm19047	chr12:68536744-68537842		1
ENSMUSG00000103399	Gm29747	chr3:7893335-7893919		1
ENSMUSG00000084403	Rps15a-ps8	chr4:53791070-53791456		-1
ENSMUSG00000113503	Gm47490	chr12:68546647-68547329		1
ENSMUSG00000081232	Gm14373	chrX:5699727-5701884		-1
ENSMUSG00000115352	AC122393.1	chr15:19237749-19240281		1
ENSMUSG00000112933	Gm47491	chr12:68811184-68812297		-1
ENSMUSG00000081486	Gm14452	chrX:5859717-5861540		1
ENSMUSG00000047371	Zfp768	chr7:127342795-127345589		-1
ENSMUSG00000106262	Gm43375	chr3:95940086-95942565		1
ENSMUSG00000099016	Gm27227	chr9:80263306-80265450		-1
ENSMUSG00000032440	Tgfbr2	chr9:116084293-116175360		-1
ENSMUSG00000000411	Tssk3	chr4:129489014-129491022		-1
ENSMUSG00000100010	1700010I02Rik	chr3:7925303-7954889		-1
ENSMUSG00000082354	Gm378	chrX:108405688-108406768		1
ENSMUSG00000089695	Gm15946	chr17:12962768-12963190		1
ENSMUSG00000103571	Gm37114	chr1:82105180-82106983		1
ENSMUSG00000104609	Igkv13-76	chr6:69137866-69138332		1
ENSMUSG00000104023	Gm37213	chr3:70566262-70567296		-1
ENSMUSG00000005547	Cyp2a5	chr7:26835305-26843548		1
ENSMUSG00000081560	Gm9218	chrX:108446389-108449268		1
ENSMUSG00000104712	Igkv4-75	chr6:69156118-69156659		-1
ENSMUSG00000102666	Gm8599	chr3:71401091-71401547		-1
ENSMUSG00000083530	Gm13867	chr4:73864397-73865092		1
ENSMUSG00000114016	Gm47258	chr13:65289453-65290794		1
ENSMUSG00000021514	Zfp369	chr13:65278814-65304221		1
ENSMUSG00000032333	Stoml1	chr9:58253164-58262520		1
ENSMUSG00000096530	Gm11758	chr4:73872219-73876266		-1
ENSMUSG00000022426	Josd1	chr15:79674251-79687919		-1
ENSMUSG00000038587	Akap12	chr10:4266380-4359470		1
ENSMUSG00000115717	AC102523.2	chr15:19305320-19306302		1
ENSMUSG00000114971	AC102523.1	chr15:19302948-19395422		-1
ENSMUSG00000085102	1700010K24Rik	chr3:108248909-108256985		-1
ENSMUSG00000112466	Gm29674	chr10:107199912-107205775		-1
ENSMUSG00000048330	Ric3	chr7:109034312-109083331		-1
ENSMUSG00000115516	AC139054.1	chr15:19454755-19456352		-1
ENSMUSG00000108850	Gm44914	chr7:99568121-99570840		-1
ENSMUSG00000101364	Gm29300	chrY:55109869-55110564		-1
ENSMUSG00000090115	Usp49	chr17:47630690-47686738		1
ENSMUSG00000115413	AC158142.3	chr15:19678232-19691806		1
ENSMUSG00000100679	Gm28778	chr1:53297111-53318035		1
ENSMUSG00000101996	Gm19206	chr1:47914989-47915815		-1
ENSMUSG00000037541	Shank2	chr7:144001928-144424494		1
ENSMUSG00000091898	Tnnc1	chr14:31208312-31211729		1
ENSMUSG00000115298	AC158142.2	chr15:19749723-19750440		1
ENSMUSG00000043911	Olfr922	chr9:38814614-38819195		1
ENSMUSG00000026095	Asnsd1	chr1:53344617-53352752		-1
ENSMUSG00000050989	Selenon	chr4:134537892-134552166		-1
ENSMUSG00000055730	Ces2a	chr8:104734003-104741634		1
ENSMUSG00000051985	Igfn1	chr1:135953578-136006342		-1
ENSMUSG00000116239	AC118227.1	chr15:79681102-79681322		-1
ENSMUSG00000096750	Gm11757	chr4:73887066-73891112		-1
ENSMUSG00000096973	Gm5974	chr1:48313866-48314851		-1
ENSMUSG00000054381	Zfp747	chr7:127372537-127376050		-1
ENSMUSG00000104922	Igkv13-74-1	chr6:69177423-69177787		1
ENSMUSG00000029663	Gngt1	chr6:3993792-3997436		1
ENSMUSG00000026849	Tor1a	chr2:30960627-30967933		-1
ENSMUSG00000031250	Tnmd	chrX:133850980-133865577		1
ENSMUSG00000110455	Gm45904	chr8:112880460-113004997		-1
ENSMUSG00000031772	Cntnap4	chr8:112570043-112882717		1
ENSMUSG00000029821	Gsdme	chr6:50188888-50263862		-1
ENSMUSG00000083939	Gm14451	chrX:5869686-5871506		-1
ENSMUSG00000044456	Rin3	chr12:102283048-102390855		1
ENSMUSG00000055748	Gsdmc4	chr15:63891264-63912297		-1
ENSMUSG00000028234	Rps20	chr4:3831334-3835665		-1
ENSMUSG00000079521	Gm5938	chrX:78125467-78130403		1
ENSMUSG00000084880	Tomm6os	chr17:47687610-47691083		1
ENSMUSG00000095667	Olfr854	chr9:19566435-19567382		-1
ENSMUSG00000055980	Irs1	chr1:82233101-82291416		-1
ENSMUSG00000096549	Prickle4	chr17:47688517-47694736		-1
ENSMUSG00000064373	Selenop	chr15:3268547-3280508		1
ENSMUSG00000078206	Fthl17d	chrX:8985900-8986755		-1
ENSMUSG00000055594	5530400C23Rik	chr6:133292216-133295792		1
ENSMUSG00000112393	Gm48655	chr12:55815184-55816527		-1
ENSMUSG00000091808	Gm9671	chr14:41307354-41309643		-1
ENSMUSG00000094925	Gm5798	chr14:41348609-41356839		1
ENSMUSG00000021027	Ralgapa1	chr12:55602896-55821167		-1
ENSMUSG00000043087	Olfr855	chr9:19582617-19586030		1
ENSMUSG00000060969	Irx1	chr13:71957921-71963723		-1
ENSMUSG00000083468	Gm9431	chrX:9009027-9010077		-1
ENSMUSG00000080186	Gm14448	chrX:5885743-5885952		-1
ENSMUSG00000080997	Gm11885	chr4:22006762-22008189		-1
ENSMUSG00000076876	Traj57	chr14:54158505-54158569		1
ENSMUSG00000043453	Magea10	chrX:72381870-72386858		-1
ENSMUSG00000081661	Gm14450	chrX:5984772-5985011		1
ENSMUSG00000082222	Gm14865	chrX:9030084-9030744		1
ENSMUSG00000092558	Med20	chr17:47611582-47624418		1
ENSMUSG00000110571	Gm45730	chr9:19612882-19613276		1
ENSMUSG00000076877	Traj56	chr14:54159263-54159325		1
ENSMUSG00000071815	Fthl17	chrX:9033493-9034333		1
ENSMUSG00000044949	Ubtd2	chr11:32455370-32516687		1
ENSMUSG00000073294	AU022751	chrX:6081219-6083419		-1
ENSMUSG00000013353	4931406B18Rik	chr7:43492044-43505940		-1
ENSMUSG00000082490	Gm11880	chr4:22117134-22117532		-1
ENSMUSG00000083376	Gm11882	chr4:22275833-22276338		1
ENSMUSG00000105223	Gm43433	chr5:27817490-27817970		1
ENSMUSG00000032766	Gng11	chr6:4003904-4008445		1
ENSMUSG00000105375	Gm20239	chr5:27820970-27821951		1
ENSMUSG00000112277	Gm48867	chr10:94993952-94999442		-1
ENSMUSG00000029141	Slc4a1ap	chr5:31526995-31556932		1
ENSMUSG00000113320	Gm47515	chr12:68896529-68994970		-1
ENSMUSG00000039106	Htr5a	chr5:27842149-27855088		1
ENSMUSG00000107625	Gm34149	chr6:133309929-133312011		1
ENSMUSG00000113098	Gm2912	chr12:68970570-68989377		1
ENSMUSG00000057551	Zfp317	chr9:19622102-19649731		1
ENSMUSG00000091005	Traj55	chr14:54161439-54161501		1
