ensg	name	tss_loc	strand	ivd cardio CM	ivd cardio ESC	ivd cardio MES	ivd exendo ctrl	ivd exendo prdm14kd	ivd mneu ESCD0	ivd mneu MND4	ivd ra ctrl	ivd ra D4
ENSMUSG00000026915	Strbp	chr2:37647219-37647219	-1	2569.0	3492.0	3980.0	2882.0	2622.0	4045.5	5380.5	2429.5	1735.0
ENSMUSG00000071454	Dtnb	chr12:3572381-3572381	1	5907.0	8124.0	5542.0	5233.0	5091.0	10260.5	6239.0	4020.0	2980.5
ENSMUSG00000053317	Sec61b	chr4:47474658-47474658	1	806.0	1347.0	2252.0	820.0	824.0	3020.5	2233.5	1370.5	1901.0
ENSMUSG00000025153	Fasn	chr11:120824178-120824178	-1	5601.0	7932.0	18009.0	9913.0	10379.0	9153.0	5666.5	9750.0	12765.0
ENSMUSG00000026914	Psmd14	chr2:61711694-61711694	1	1604.0	4128.0	5064.0	2786.0	3146.0	5963.5	4653.5	3837.5	3222.5
ENSMUSG00000032431	Crtap	chr9:114390675-114390675	-1	1690.0	2322.0	1084.0	1368.0	1777.0	924.0	87.5	1820.5	3544.5
ENSMUSG00000023952	Gtpbp2	chr17:46161032-46161032	1	2035.0	509.0	206.0	748.0	721.0	149.0	511.0	325.5	918.0
ENSMUSG00000030704	Rab6a	chr7:100607410-100607410	1	5205.0	3738.0	4622.0	2206.0	2269.0	3437.5	8766.0	3671.5	5084.5
ENSMUSG00000052337	Immt	chr6:71831331-71831331	1	3306.0	6769.0	4620.0	4838.0	5203.0	8406.5	5759.5	5078.5	4418.0
ENSMUSG00000040774	Cept1	chr3:106547802-106547802	-1	1203.0	1209.0	1363.0	1007.0	888.0	1212.0	950.0	944.0	1045.5
ENSMUSG00000053046	Brsk2	chr7:141949751-141949751	1	0.0	18.0	18.0	20.0	28.0	183.5	2267.0	2.5	7.0
ENSMUSG00000041609	Ccdc64	chr5:115731621-115731621	-1	63.0	430.0	292.0	422.0	487.0	656.5	595.5	673.0	253.0
ENSMUSG00000026790	Odf2	chr2:29889221-29889221	1	3749.0	7942.0	3279.0	8717.0	9375.0	3136.5	1713.5	6715.5	4286.5
ENSMUSG00000021754	Map3k1	chr13:111808993-111808993	-1	4826.0	680.0	645.0	1356.0	1206.0	339.5	342.0	564.0	2150.5
ENSMUSG00000036323	Srp72	chr5:76974683-76974683	1	6579.0	4591.0	3978.0	4686.0	5096.0	5392.0	4219.0	4212.5	6404.5
ENSMUSG00000035203	Epn1	chr7:5080235-5080235	1	2426.0	2336.0	2297.0	2559.0	2625.0	2763.5	4452.5	2686.0	3532.0
ENSMUSG00000042460	C1galt1	chr6:7844842-7844842	1	415.0	243.0	298.0	265.0	280.0	356.5	137.0	195.0	356.5
ENSMUSG00000004788	Eif2b2	chr12:85219481-85219481	1	1015.0	1374.0	1965.0	781.0	822.0	1530.0	965.5	1677.5	1026.0
ENSMUSG00000098912	1500004A13Rik	chr3:88832547-88832547	-1	767.0	980.0	664.0	1399.0	1617.0	1571.5	5511.5	1093.0	854.5
ENSMUSG00000030751	Psma1	chr7:114276118-114276118	-1	2748.0	6403.0	8004.0	4818.0	4467.0	8927.0	5849.5	3722.0	2992.5
ENSMUSG00000041845	Rhod	chr19:4439432-4439432	-1	385.0	85.0	515.0	126.0	212.0	403.5	26.0	160.5	633.0
ENSMUSG00000052397	Ezr	chr17:6782784-6782784	-1	2940.0	7715.0	3476.0	6551.0	6411.0	4486.5	2172.0	5276.5	5794.0
ENSMUSG00000074211	Sdhaf1	chr7:30323895-30323895	-1	139.0	246.0	294.0	269.0	180.0	550.5	593.5	283.5	235.5
ENSMUSG00000003464	Pex19	chr1:172126755-172126755	1	5305.0	1855.0	2319.0	1222.0	1342.0	2199.0	4662.5	1402.5	2181.0
ENSMUSG00000018800	Abca5	chr11:110337678-110337678	-1	839.0	566.0	577.0	608.0	556.0	359.0	544.0	458.0	861.0
ENSMUSG00000031371	Haus7	chrX:73459044-73459044	-1	289.0	723.0	871.0	1377.0	1317.0	1159.5	669.5	613.5	1069.0
ENSMUSG00000008167	Fbxw9	chr8:85060055-85060055	1	265.0	579.0	377.0	1118.0	1738.0	855.0	707.0	1179.5	2493.5
ENSMUSG00000027858	Tspan2	chr3:102734529-102734529	1	3217.0	132.0	279.0	135.0	224.0	96.0	280.0	131.5	1073.0
ENSMUSG00000029428	Stx2	chr5:129008574-129008574	-1	464.0	348.0	316.0	317.0	415.0	205.0	506.0	167.5	356.5
ENSMUSG00000001424	Snd1	chr6:28475139-28475139	1	6337.0	4826.0	5525.0	4747.0	5013.0	5151.0	3801.0	5761.5	10468.5
ENSMUSG00000008496	Pou2f2	chr7:25132488-25132488	-1	6.0	160.0	10.0	51.0	44.0	237.0	3502.0	23.5	14.0
ENSMUSG00000038046	Rnmtl1	chr11:76243715-76243715	1	79.0	126.0	457.0	112.0	119.0	401.5	112.0	153.5	89.0
ENSMUSG00000021694	Ercc8	chr13:108158738-108158738	1	109.0	346.0	571.0	332.0	289.0	661.0	417.0	561.0	198.0
ENSMUSG00000051043	Gprc5c	chr11:114851152-114851152	1	1709.0	78.0	705.0	330.0	401.0	1396.5	36.0	69.5	1572.0
ENSMUSG00000030534	Vps33b	chr7:80269649-80269649	1	150.0	477.0	284.0	482.0	440.0	309.0	272.5	727.0	452.0
ENSMUSG00000000085	Scmh1	chr4:120405307-120405307	1	1039.0	449.0	297.0	386.0	383.0	481.5	812.0	329.5	711.5
ENSMUSG00000028488	Sh3gl2	chr4:85205441-85205441	1	53.0	558.0	118.0	200.0	240.0	258.5	376.5	609.0	60.0
ENSMUSG00000029073	Cptp	chr4:155869440-155869440	-1	157.0	140.0	517.0	88.0	108.0	324.5	395.0	272.0	258.5
ENSMUSG00000023175	Bsg	chr10:79704491-79704491	1	18786.0	6161.0	8015.0	8311.0	8809.0	6920.5	5863.5	8768.5	12619.0
ENSMUSG00000031824	6430548M08Rik	chr8:120114152-120114152	1	61.0	8.0	18.0	9.0	17.0	13.5	912.0	5.0	26.5
ENSMUSG00000004221	Ikbkg	chrX:74393290-74393290	1	929.0	451.0	435.0	1418.0	1312.0	425.5	658.0	315.0	507.5
ENSMUSG00000021731	Mrps30	chr13:118387252-118387252	-1	1201.0	1418.0	1248.0	1080.0	1023.0	1880.0	609.5	1629.0	846.5
ENSMUSG00000078713	Tomm5	chr4:45108114-45108114	-1	356.0	1928.0	2691.0	1493.0	986.0	5572.0	1080.5	1585.0	622.0
ENSMUSG00000017009	Sdc4	chr2:164443186-164443186	-1	1058.0	526.0	473.0	1551.0	2749.0	529.5	56.0	4134.5	4205.5
ENSMUSG00000027185	Nat10	chr2:103761270-103761270	-1	517.0	3485.0	3485.0	3618.0	3764.0	2413.0	554.0	3627.5	1820.5
ENSMUSG00000036402	Gng12	chr6:66896397-66896397	1	3684.0	144.0	810.0	191.0	134.0	208.0	314.0	353.5	1712.5
ENSMUSG00000029260	Ugt2b34	chr5:86906937-86906937	-1	24.0	40.0	100.0	1.0	41.0	28.5	2.0	8.5	853.0
ENSMUSG00000086810	Gm13110	chr4:154655318-154655318	-1	1.0	347.0	29.0	905.0	624.0	33.0	4.0	74.0	7.5
ENSMUSG00000071252	2210408I21Rik	chr13:77135540-77135540	1	319.0	366.0	456.0	336.0	336.0	456.5	479.0	317.0	354.5
ENSMUSG00000027227	Sord	chr2:122234749-122234749	1	3703.0	1077.0	1552.0	1428.0	2043.0	1031.5	247.0	425.5	884.5
ENSMUSG00000027351	Spred1	chr2:117121374-117121374	1	6174.0	2801.0	6250.0	1094.0	1327.0	3851.5	1620.5	3415.5	2328.0
ENSMUSG00000004952	Rasa4	chr5:136083916-136083916	1	33.0	850.0	56.0	645.0	568.0	21.5	33.0	365.5	16.5
ENSMUSG00000046516	Cox17	chr16:38346991-38346991	1	664.0	1526.0	548.0	805.0	708.0	1870.5	528.0	933.5	484.5
ENSMUSG00000026764	Kif5c	chr2:49619298-49619298	1	402.0	606.0	301.0	488.0	479.0	486.0	16378.0	491.5	756.0
ENSMUSG00000075254	Heg1	chr16:33753156-33753156	1	1636.0	188.0	357.0	306.0	202.0	247.0	785.5	162.5	1508.0
ENSMUSG00000032349	Elovl5	chr9:77917364-77917364	1	4607.0	1712.0	3329.0	2045.0	1624.0	1283.0	2833.5	2414.0	3043.0
ENSMUSG00000007038	Neu1	chr17:34931253-34931253	1	1534.0	968.0	550.0	581.0	731.0	427.5	488.0	251.0	1973.0
ENSMUSG00000033257	Ttll4	chr1:74661745-74661745	1	939.0	2259.0	4082.0	1890.0	1962.0	2237.0	981.5	1963.5	2011.0
ENSMUSG00000029712	Actl6b	chr5:137553517-137553517	1	0.0	2.0	1.0	1.0	0.0	2.5	1154.0	0.5	0.0
ENSMUSG00000038084	Opa1	chr16:29579334-29579334	1	3242.0	3754.0	2283.0	2899.0	2913.0	1866.5	2956.0	2336.0	1953.0
ENSMUSG00000036019	Tmtc2	chr10:105234949-105234949	-1	717.0	95.0	71.0	49.0	66.0	63.0	955.5	48.0	236.5
ENSMUSG00000038346	Zfp384	chr6:125009145-125009145	1	940.0	1153.0	1327.0	868.0	983.0	1337.0	1178.5	1669.0	1346.0
ENSMUSG00000041801	Phlda3	chr1:135766119-135766119	1	964.0	798.0	2240.0	1542.0	1779.0	2031.0	306.5	2609.0	3059.0
ENSMUSG00000037376	Trmt6	chr2:132810635-132810635	-1	227.0	1737.0	2644.0	1196.0	1414.0	2386.0	595.0	3493.0	893.0
ENSMUSG00000029433	Diablo	chr5:123524143-123524143	-1	456.0	1185.0	1995.0	1312.0	1288.0	2339.0	1846.0	1051.5	582.5
ENSMUSG00000020329	Polrmt	chr10:79746573-79746573	-1	564.0	1675.0	871.0	1268.0	1118.0	710.0	304.0	1457.5	771.0
ENSMUSG00000048878	Hexim1	chr11:103116231-103116231	1	396.0	1495.0	951.0	1327.0	1216.0	1183.5	721.0	3325.0	1460.5
ENSMUSG00000002661	Alkbh7	chr17:56997343-56997343	1	143.0	419.0	305.0	189.0	180.0	508.5	244.5	399.5	108.5
ENSMUSG00000027160	Ccdc34	chr2:110017817-110017817	1	561.0	565.0	599.0	713.0	700.0	1018.0	1332.0	778.5	701.0
ENSMUSG00000040964	Arhgef10l	chr4:140666012-140666012	-1	584.0	1063.0	82.0	653.0	216.0	250.5	1720.0	218.0	323.5
ENSMUSG00000016756	Cmah	chr13:24376083-24376083	1	831.0	31212.0	35510.0	31212.0	31212.0	60926.5	211.0	31212.0	3655.5
ENSMUSG00000055373	Fut9	chr4:25800146-25800146	-1	122.0	740.0	519.0	614.0	457.0	522.5	328.0	1064.5	259.0
ENSMUSG00000038860	Garnl3	chr2:33087253-33087253	-1	182.0	382.0	189.0	349.0	435.0	328.5	645.0	266.0	216.0
ENSMUSG00000011256	Adam19	chr11:46055992-46055992	1	5082.0	1351.0	3128.0	1268.0	1709.0	528.5	2095.0	1627.0	8112.0
ENSMUSG00000025059	Gyk	chrX:85776819-85776819	-1	503.0	1062.0	855.0	1020.0	893.0	717.5	424.5	940.5	547.5
ENSMUSG00000090877	Hspa1b	chr17:34959238-34959238	-1	26.0	49.0	64.0	7839.0	3788.0	28.5	24.5	1003.0	2702.0
ENSMUSG00000035545	Leng8	chr7:4137039-4137039	1	1342.0	3667.0	1200.0	4668.0	3990.0	1062.5	2446.5	2873.5	3356.5
ENSMUSG00000026344	Lypd1	chr1:125912214-125912214	-1	23.0	13.0	170.0	18.0	9.0	77.0	1053.5	12.0	29.0
ENSMUSG00000028937	Acot7	chr4:152178134-152178134	1	110.0	2074.0	722.0	1925.0	1774.0	1532.0	7464.0	1277.0	436.0
ENSMUSG00000059810	Rgs3	chr4:62559847-62559847	1	2292.0	267.0	141.0	176.0	158.0	241.0	2236.0	125.5	399.5
ENSMUSG00000019731	Slc35e1	chr8:72492614-72492614	-1	920.0	1858.0	2638.0	1453.0	1918.0	1363.5	824.5	2278.0	2142.5
ENSMUSG00000020745	Pafah1b1	chr11:74723171-74723171	-1	13040.0	7292.0	9030.0	5323.0	5706.0	6094.0	17257.0	7025.0	12002.0
ENSMUSG00000004530	Coro1c	chr5:113908705-113908705	-1	4471.0	4163.0	4889.0	4129.0	4423.0	3980.5	5466.0	6551.0	7485.0
ENSMUSG00000022947	Cbr3	chr16:93683215-93683215	1	3.0	786.0	699.0	446.0	659.0	1418.0	4.0	299.5	19.5
ENSMUSG00000001105	Ift20	chr11:78536361-78536361	1	176.0	394.0	415.0	335.0	279.0	812.5	501.5	674.5	484.5
ENSMUSG00000060679	Mrps9	chr1:42851233-42851233	1	742.0	1898.0	1161.0	1033.0	950.0	1805.0	798.0	1437.5	612.5
ENSMUSG00000056770	Setd3	chr12:108179314-108179314	-1	2378.0	2693.0	2408.0	1904.0	1854.0	1213.5	2070.5	1856.5	1447.5
ENSMUSG00000061607	Mdc1	chr17:35841515-35841515	1	4361.0	4756.0	2416.0	10572.0	8222.0	2077.5	708.0	3790.0	1735.0
ENSMUSG00000014498	Ankrd52	chr10:128377115-128377115	1	1200.0	1189.0	800.0	2219.0	1908.0	574.0	1298.5	1065.0	2911.0
ENSMUSG00000002996	Hbp1	chr12:31950535-31950535	-1	4627.0	3364.0	1789.0	3736.0	3388.0	3021.0	2275.0	1906.5	3328.5
ENSMUSG00000028023	Pitx2	chr3:129199878-129199878	1	142.0	34.0	1419.0	21.0	36.0	387.0	8.5	8.5	536.0
ENSMUSG00000028053	Ash1l	chr3:88950622-88950622	1	2105.0	914.0	579.0	1005.0	1058.0	423.0	950.0	799.5	1726.0
ENSMUSG00000032400	Zwilch	chr9:64173104-64173104	-1	545.0	4285.0	1291.0	4050.0	4050.0	1671.5	259.0	2708.5	1349.5
ENSMUSG00000025509	Pnpla2	chr7:141455198-141455198	1	845.0	618.0	333.0	474.0	524.0	556.5	146.0	773.5	580.0
ENSMUSG00000026411	Tmem9	chr1:136008150-136008150	1	3317.0	709.0	1487.0	642.0	673.0	1660.0	3013.0	437.0	1449.5
ENSMUSG00000032251	Irak1bp1	chr9:82829540-82829540	1	237.0	194.0	189.0	131.0	136.0	436.0	300.0	195.0	163.5
ENSMUSG00000024293	Esco1	chr18:10610352-10610352	-1	771.0	1149.0	1006.0	1392.0	1289.0	1323.5	982.0	1548.5	1263.5
ENSMUSG00000027134	Lpcat4	chr2:112239468-112239468	1	376.0	284.0	1224.0	176.0	304.0	710.5	187.0	342.0	1201.5
ENSMUSG00000066148	Prpf4	chr4:62408797-62408797	1	904.0	2578.0	2799.0	2457.0	2501.0	2211.0	689.0	3376.0	1178.5
ENSMUSG00000028496	Mllt3	chr4:88033364-88033364	-1	1726.0	212.0	224.0	146.0	157.0	248.5	2241.5	108.5	349.0
ENSMUSG00000029048	Rer1	chr4:155086371-155086371	-1	2263.0	1836.0	2764.0	1710.0	1836.0	2717.0	2712.5	1955.5	2554.0
ENSMUSG00000028469	Npr2	chr4:43631935-43631935	1	673.0	17.0	37.0	94.0	48.0	44.5	449.0	22.0	249.0
ENSMUSG00000024576	Csnk1a1	chr18:61555274-61555274	1	26394.0	17971.0	11947.0	11655.0	10035.0	7685.5	14743.0	16332.0	12960.0
ENSMUSG00000028410	Dnaja1	chr4:40722480-40722480	1	2685.0	6099.0	12282.0	14002.0	10585.0	11334.0	18618.5	6404.5	7439.0
ENSMUSG00000017550	Atad5	chr11:80089400-80089400	1	654.0	1568.0	988.0	2270.0	1950.0	791.5	430.0	1622.0	727.5
ENSMUSG00000049672	Zbtb14	chr17:69383319-69383319	1	772.0	521.0	1048.0	474.0	416.0	458.0	842.0	523.0	287.0
ENSMUSG00000026824	Kcnj3	chr2:55435970-55435970	1	195.0	267.0	1064.0	245.0	361.0	983.0	76.0	301.0	158.5
ENSMUSG00000035629	1700021K19Rik	chr16:32824920-32824920	-1	1483.0	457.0	405.0	680.0	547.0	394.0	1220.0	337.0	909.0
ENSMUSG00000060862	Zbtb40	chr4:137048695-137048695	-1	271.0	476.0	522.0	575.0	401.0	365.5	231.0	334.5	290.0
ENSMUSG00000026279	Thap4	chr1:93754780-93754780	-1	1284.0	779.0	1011.0	671.0	542.0	1225.0	388.5	855.5	788.5
ENSMUSG00000028412	Slc44a1	chr4:53440413-53440413	1	1481.0	3678.0	925.0	2064.0	1879.0	440.5	402.5	2423.0	2957.5
ENSMUSG00000073411	H2-D1	chr17:35262730-35262730	1	93.0	576.0	257.0	466.0	667.0	639.5	375.5	368.0	868.5
ENSMUSG00000000134	Tfe3	chrX:7762560-7762560	1	1047.0	1861.0	2225.0	5179.0	6120.0	4316.0	679.5	4015.0	2778.0
ENSMUSG00000027447	Cst3	chr2:148875576-148875576	-1	3572.0	1099.0	1095.0	1348.0	1401.0	2536.0	4953.0	2468.0	5412.0
ENSMUSG00000035845	Alg12	chr15:88816171-88816171	-1	90.0	141.0	177.0	410.0	410.0	128.0	118.5	278.0	274.0
ENSMUSG00000027641	Rbl1	chr2:157204512-157204512	-1	460.0	671.0	540.0	431.0	348.0	250.5	401.5	381.5	204.5
ENSMUSG00000051579	Tceal8	chrX:136172342-136172342	-1	3941.0	713.0	6748.0	658.0	676.0	7184.5	3142.5	1198.0	3185.5
ENSMUSG00000091971	Hspa1a	chr17:34972156-34972156	-1	27.0	17.0	28.0	4291.0	2189.0	12.5	3.0	221.0	1427.5
ENSMUSG00000027488	Snta1	chr2:154408099-154408099	-1	727.0	499.0	192.0	343.0	256.0	452.0	66.0	386.0	109.0
ENSMUSG00000075700	Selt	chr3:58576636-58576636	1	3823.0	2778.0	6547.0	2449.0	2874.0	4050.0	4605.0	3805.0	4909.0
ENSMUSG00000014767	Tbp	chr17:15499888-15499888	1	502.0	1179.0	1152.0	1342.0	1367.0	1928.5	1236.5	1145.0	674.5
ENSMUSG00000019428	Fkbp8	chr8:70527724-70527724	1	3411.0	4426.0	5081.0	4196.0	4514.0	6446.5	6012.5	3444.5	3070.0
ENSMUSG00000023147	Wrb	chr16:96145407-96145407	1	690.0	940.0	1119.0	626.0	636.0	1693.5	1694.5	1860.0	1285.5
ENSMUSG00000054199	Gon4l	chr3:88835231-88835231	1	3079.0	5081.0	2480.0	6876.0	7000.0	3381.0	2844.5	4132.0	4540.5
ENSMUSG00000056211	R3hdm1	chr1:128103301-128103301	1	4128.0	3249.0	1604.0	3203.0	3102.0	2267.0	2695.0	3059.0	3047.5
ENSMUSG00000010110	Stx5a	chr19:8741413-8741413	1	1758.0	906.0	945.0	865.0	890.0	1235.0	1909.5	1024.0	1795.5
ENSMUSG00000022321	Cdh10	chr15:18818947-18818947	1	150.0	246.0	383.0	192.0	194.0	634.5	596.0	146.5	312.0
ENSMUSG00000035953	Tmem55b	chr14:50930849-50930849	-1	488.0	1115.0	824.0	1785.0	1910.0	2557.0	1219.5	1804.5	1404.0
ENSMUSG00000026895	Ndufa8	chr2:36049406-36049406	-1	1037.0	937.0	1387.0	492.0	469.0	1240.0	1791.0	1114.5	804.5
ENSMUSG00000101523	Csnk2a1	chr1:156524012-156524012	1	18.0	22.0	32.0	319.0	257.0	1677.0	876.0	27.0	104.5
ENSMUSG00000029175	Slc35f6	chr5:30647933-30647933	1	187.0	361.0	700.0	438.0	545.0	455.0	365.0	227.5	447.0
ENSMUSG00000026811	St6galnac6	chr2:32599709-32599709	1	1631.0	600.0	342.0	650.0	301.0	271.0	50.0	165.5	139.5
ENSMUSG00000027900	Dram2	chr3:106547693-106547693	1	1686.0	820.0	677.0	650.0	562.0	624.5	1330.0	702.0	958.5
ENSMUSG00000022228	Zscan26	chr13:21453730-21453730	-1	2117.0	990.0	783.0	1144.0	1117.0	549.0	401.0	532.0	657.5
ENSMUSG00000031668	Eif2ak3	chr6:70844515-70844515	1	418.0	647.0	400.0	731.0	664.0	253.0	304.0	1060.5	2045.0
ENSMUSG00000022255	Mtdh	chr15:34082694-34082694	1	3932.0	4925.0	5485.0	3538.0	3251.0	5439.5	3694.5	5896.0	3522.5
ENSMUSG00000045098	Suv420h1	chr19:3767421-3767421	1	943.0	885.0	594.0	1043.0	1027.0	705.5	1578.0	1750.0	1001.5
ENSMUSG00000074832	2410141K09Rik	chr13:66441118-66441118	-1	116.0	4010.0	402.0	6639.0	8004.0	3727.0	84.0	3968.5	280.5
ENSMUSG00000030595	Nfkbib	chr7:28766640-28766640	-1	72.0	835.0	630.0	482.0	508.0	1289.5	357.0	972.0	500.0
ENSMUSG00000045482	Trrap	chr5:144768794-144768794	1	6280.0	4106.0	3786.0	7184.0	6280.0	2729.0	3506.0	5073.5	7437.0
ENSMUSG00000019975	Ikbip	chr10:91082940-91082940	1	1109.0	214.0	219.0	440.0	391.0	304.0	178.5	223.0	1184.0
ENSMUSG00000024130	Abca3	chr17:24352102-24352102	1	804.0	244.0	105.0	307.0	272.0	210.5	2023.5	127.0	1189.0
ENSMUSG00000031681	Smad1	chr8:79399518-79399518	-1	904.0	322.0	3010.0	448.0	303.0	420.0	927.0	158.5	575.0
ENSMUSG00000031979	Cog2	chr8:124520767-124520767	1	568.0	829.0	964.0	1237.0	1095.0	1053.5	788.5	1007.5	739.0
ENSMUSG00000002210	Smg9	chr7:24399619-24399619	1	182.0	426.0	411.0	587.0	524.0	383.5	217.0	564.5	314.5
ENSMUSG00000023911	Flywch2	chr17:23786081-23786081	-1	76.0	127.0	76.0	21.0	38.0	622.5	821.5	27.5	66.5
ENSMUSG00000014294	Ndufa2	chr18:36744557-36744557	-1	1022.0	1805.0	1206.0	443.0	435.0	3217.5	2214.0	1440.5	1648.5
ENSMUSG00000021270	Hsp90aa1	chr12:110696395-110696395	-1	25054.0	107864.0	107864.0	107864.0	107864.0	71681.0	67154.0	88848.5	38721.5
ENSMUSG00000051616	C230029F24Rik	chr1:49244616-49244616	1	67.0	34.0	4.0	693.0	1063.0	178.5	236.5	237.0	279.5
ENSMUSG00000032336	Nptn	chr9:58582240-58582240	1	2113.0	1169.0	1316.0	1316.0	1402.0	1739.0	2529.0	1574.5	4421.0
ENSMUSG00000030339	Ltbr	chr6:125313885-125313885	-1	726.0	59.0	793.0	48.0	108.0	226.5	34.0	37.5	591.0
ENSMUSG00000026917	Wdr5	chr2:27515157-27515157	1	2108.0	9766.0	5782.0	8222.0	7352.0	3539.5	1241.0	11074.0	2412.5
ENSMUSG00000040268	Plekha1	chr7:130865756-130865756	1	3458.0	1531.0	1184.0	1790.0	1944.0	2725.0	1642.5	1638.0	1920.0
ENSMUSG00000022704	Qtrtd1	chr16:43889648-43889648	-1	320.0	1173.0	1251.0	568.0	671.0	752.5	277.5	1009.5	334.5
ENSMUSG00000033985	Tesk2	chr4:116720948-116720948	1	46.0	383.0	291.0	268.0	281.0	184.5	43.0	451.5	73.5
ENSMUSG00000003033	Ap1m1	chr8:72240018-72240018	1	1963.0	1091.0	1991.0	1058.0	1055.0	1507.5	3456.0	1026.0	1251.5
ENSMUSG00000020866	Cacna1g	chr11:94474100-94474100	-1	328.0	8.0	67.0	21.0	27.0	136.0	2159.0	12.0	65.0
ENSMUSG00000000838	Fmr1	chrX:68678541-68678541	1	2733.0	2605.0	3308.0	4873.0	4160.0	1621.0	1438.5	3085.5	3241.0
ENSMUSG00000022119	Rbm26	chr14:105130337-105130337	-1	2058.0	3805.0	1919.0	3932.0	4071.0	1887.5	2442.0	3645.0	3415.5
ENSMUSG00000028194	Ddah1	chr3:145758675-145758675	1	1687.0	484.0	101.0	178.0	394.0	572.5	1200.0	900.0	2531.0
ENSMUSG00000004661	Arid3b	chr9:57836706-57836706	-1	6748.0	1805.0	5677.0	1423.0	1479.0	3311.0	749.5	1510.5	1354.5
ENSMUSG00000001119	Col6a1	chr10:76726168-76726168	-1	2489.0	3.0	20.0	0.0	15.0	6.5	5.0	558.5	183.0
ENSMUSG00000027405	Nop56	chr2:130274430-130274430	1	1297.0	11953.0	7184.0	12532.0	11953.0	11575.5	5415.5	10136.0	4619.5
ENSMUSG00000034765	Dusp5	chr19:53529109-53529109	1	322.0	74.0	551.0	82.0	164.0	444.0	158.0	1039.0	2259.5
ENSMUSG00000024978	Gpam	chr19:55099451-55099451	-1	1026.0	323.0	554.0	280.0	230.0	261.5	335.0	386.0	409.0
ENSMUSG00000103182	RP24-226L19.2	chr1:39083338-39083338	-1	66.0	135.0	99.0	273.0	386.0	329.0	180.0	217.5	413.0
ENSMUSG00000029591	Ung	chr5:114130386-114130386	1	232.0	3106.0	1898.0	2887.0	2114.0	2413.0	55.5	4567.5	490.5
ENSMUSG00000020431	Adcy1	chr11:7063489-7063489	1	2416.0	670.0	282.0	270.0	321.0	117.5	722.5	180.0	125.0
ENSMUSG00000020850	Prpf8	chr11:75486816-75486816	1	17003.0	31207.0	25054.0	26444.0	26444.0	15862.5	7732.0	26444.0	21649.0
ENSMUSG00000020740	Gga3	chr11:115604051-115604051	-1	915.0	1965.0	1719.0	2441.0	1999.0	1434.5	1258.5	1504.0	1301.0
ENSMUSG00000030035	Wbp1	chr6:83121559-83121559	-1	1551.0	679.0	888.0	312.0	264.0	786.5	4116.0	334.5	753.0
ENSMUSG00000032044	Rpusd4	chr9:35267865-35267865	1	443.0	808.0	808.0	616.0	471.0	771.0	222.5	817.0	364.5
ENSMUSG00000034723	Tmx4	chr2:134644145-134644145	-1	4184.0	623.0	743.0	701.0	639.0	665.0	1993.0	654.5	1086.5
ENSMUSG00000027660	Skil	chr3:31095058-31095058	1	6351.0	2501.0	4810.0	1891.0	3247.0	2743.5	1315.0	2165.0	3708.5
ENSMUSG00000037211	Spry1	chr3:37639947-37639947	1	582.0	580.0	302.0	142.0	304.0	218.0	165.0	637.0	457.5
ENSMUSG00000042751	Nmnat2	chr1:152954993-152954993	1	25.0	1221.0	64.0	1323.0	930.0	255.5	3311.0	651.0	190.0
ENSMUSG00000026571	Dcaf6	chr1:165460465-165460465	-1	782.0	606.0	195.0	363.0	386.0	245.0	477.0	409.0	869.5
ENSMUSG00000026816	Gtf3c5	chr2:28583189-28583189	-1	880.0	948.0	1872.0	1338.0	1018.0	965.5	1024.5	1574.5	631.0
ENSMUSG00000029104	Htt	chr5:34761740-34761740	1	1488.0	3242.0	1889.0	3319.0	3361.0	1929.0	1744.5	1759.0	2520.0
ENSMUSG00000048732	Klhl11	chr11:100472741-100472741	-1	92.0	274.0	381.0	610.0	504.0	183.0	106.5	842.5	300.5
ENSMUSG00000026134	Prim2	chr1:33669795-33669795	-1	287.0	1489.0	1052.0	1457.0	1343.0	1843.0	325.0	1064.0	507.5
ENSMUSG00000009549	Srp14	chr2:118479711-118479711	-1	1776.0	1656.0	1880.0	2025.0	1712.0	3190.0	4798.5	1729.5	1639.5
ENSMUSG00000073678	Pgap1	chr1:54557682-54557682	-1	579.0	625.0	435.0	681.0	727.0	1551.0	979.0	723.0	883.5
ENSMUSG00000031633	Slc25a4	chr8:46211284-46211284	-1	15554.0	3770.0	5341.0	5297.0	5256.0	6046.5	12963.5	4187.5	9739.0
ENSMUSG00000078584	AU022252	chr4:119232708-119232708	-1	2018.0	992.0	1308.0	1357.0	1092.0	1137.0	1697.0	885.0	804.0
ENSMUSG00000038206	Fbxo8	chr8:56551090-56551090	1	1296.0	844.0	979.0	678.0	713.0	1138.0	665.0	929.5	624.0
ENSMUSG00000022477	Aco2	chr15:81872309-81872309	1	11680.0	10047.0	7624.0	8016.0	6426.0	6771.5	12536.5	5958.0	5924.0
ENSMUSG00000020873	Slc35b1	chr11:95384692-95384692	1	197.0	651.0	1287.0	1533.0	1337.0	1713.5	2214.5	1217.5	1287.5
ENSMUSG00000000805	Car4	chr11:84957786-84957786	1	128.0	49.0	368.0	11.0	407.0	343.5	0.5	22.5	2958.5
ENSMUSG00000026812	Tsc1	chr2:28641228-28641228	1	1923.0	1274.0	960.0	1551.0	1405.0	738.0	1482.5	885.0	1198.0
